"uf","localidade","faixa_inicio","faixa_fim","situacao","tipo_faixa"
"BA","Catolândia","47845-000","47849-999","Codificado por logradouros","Total do município"
"BA","Catolândia","47845-001","47846-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Catu","48110-000","48119-999","Não codificada por logradouros","Total do município"
"BA","Caturama","46575-000","46579-999","Não codificada por logradouros","Total do município"
"BA","Central","44940-000","44949-999","Não codificada por logradouros","Total do município"
"BA","Chorrochó","48660-000","48679-999","Não codificada por logradouros","Total do município"
"BA","Cícero Dantas","48410-000","48414-999","Não codificada por logradouros","Total do município"
"BA","Cipó","48450-000","48454-999","Não codificada por logradouros","Total do município"
"BA","Coaraci","45638-000","45639-999","Em codificação por logradouros","Total do município"
"BA","Coaraci","45638-001","45639-999","Em codificação por logradouros","Exclusiva da sede urbana"
"BA","Cocos","47680-000","47689-999","Não codificada por logradouros","Total do município"
"BA","Conceição da Feira","44320-000","44329-999","Não codificada por logradouros","Total do município"
"BA","Conceição do Almeida","44540-000","44549-999","Não codificada por logradouros","Total do município"
"BA","Conceição do Coité","48730-000","48749-999","Não codificada por logradouros","Total do município"
"BA","Conceição do Jacuípe","44245-000","44249-999","Não codificada por logradouros","Total do município"
"BA","Conde","48300-000","48309-999","Não codificada por logradouros","Total do município"
"BA","Condeúba","46200-000","46204-999","Em codificação por logradouros","Total do município"
"BA","Condeúba","46200-001","46203-999","Em codificação por logradouros","Exclusiva da sede urbana"
"BA","Contendas do Sincorá","46620-000","46639-999","Não codificada por logradouros","Total do município"
"BA","Coração de Maria","44250-000","44254-999","Não codificada por logradouros","Total do município"
"BA","Cordeiros","46280-000","46289-999","Não codificada por logradouros","Total do município"
"BA","Coribe","47690-000","47699-999","Codificado por logradouros","Total do município"
"BA","Coribe","47690-001","47691-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Coronel João Sá","48590-000","48599-999","Não codificada por logradouros","Total do município"
"BA","Correntina","47650-000","47654-999","Codificado por logradouros","Total do município"
"BA","Correntina","47650-001","47653-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Cotegipe","47900-000","47939-999","Codificado por logradouros","Total do município"
"BA","Cotegipe","47900-001","47903-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Cravolândia","45330-000","45339-999","Não codificada por logradouros","Total do município"
"BA","Crisópolis","48480-000","48484-999","Não codificada por logradouros","Total do município"
"BA","Cristópolis","47950-000","47959-999","Codificado por logradouros","Total do município"
"BA","Cristópolis","47950-001","47951-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Cruz das Almas","44380-000","44399-999","Não codificada por logradouros","Total do município"
"BA","Curaçá","48930-000","48949-999","Não codificada por logradouros","Total do município"
"BA","Dário Meira","45590-000","45599-999","Em codificação por logradouros","Total do município"
"BA","Dário Meira","45590-001","45593-999","Em codificação por logradouros","Exclusiva da sede urbana"
"BA","Dias D'Ávila","42850-000","43699-999","Não codificada por logradouros","Total do município"
"BA","Dom Basílio","46165-000","46169-999","Não codificada por logradouros","Total do município"
"BA","Dom Macedo Costa","44560-000","44564-999","Não codificada por logradouros","Total do município"
"BA","Elísio Medrado","45305-000","45309-999","Não codificada por logradouros","Total do município"
"BA","Encruzilhada","45150-000","45154-999","Não codificada por logradouros","Total do município"
"BA","Entre Rios","48180-000","48279-999","Não codificada por logradouros","Total do município"
"BA","Érico Cardoso","46180-000","46189-999","Não codificada por logradouros","Total do município"
"BA","Esplanada","48370-000","48389-999","Não codificada por logradouros","Total do município"
"BA","Euclides da Cunha","48500-000","48519-999","Não codificada por logradouros","Total do município"
"BA","Eunápolis","45820-000","45833-999","Codificado por logradouros","Total do município"
"BA","Eunápolis","45820-001","45831-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Fátima","48415-000","48419-999","Codificado por logradouros","Total do município"
"BA","Fátima","48415-001","48418-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Feira da Mata","46446-000","46449-999","Codificado por logradouros","Total do município"
"BA","Feira da Mata","46446-001","46448-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Feira de Santana","44000-000","44149-999","Codificado por logradouros","Total do município"
"BA","Feira de Santana","44000-001","44099-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Filadélfia","44775-000","44779-999","Não codificada por logradouros","Total do município"
"BA","Firmino Alves","45720-000","45724-999","Não codificada por logradouros","Total do município"
"BA","Floresta Azul","45740-000","45744-999","Não codificada por logradouros","Total do município"
"BA","Formosa do Rio Preto","47990-000","47999-999","Não codificada por logradouros","Total do município"
"BA","Gandu","45450-000","45451-999","Não codificada por logradouros","Total do município"
"BA","Gavião","44650-000","44654-999","Não codificada por logradouros","Total do município"
"BA","Gentio do Ouro","47450-000","47499-999","Codificado por logradouros","Total do município"
"BA","Gentio do Ouro","47450-001","47453-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Glória","48620-000","48629-999","Não codificada por logradouros","Total do município"
"BA","Gongogi","45540-000","45544-999","Não codificada por logradouros","Total do município"
"BA","Governador Mangabeira","44350-000","44359-999","Não codificada por logradouros","Total do município"
"BA","Guajeru","46205-000","46219-999","Não codificada por logradouros","Total do município"
"BA","Guanambi","46430-000","46437-999","Não codificada por logradouros","Total do município"
"BA","Guaratinga","45840-000","45847-999","Não codificada por logradouros","Total do município"
"BA","Heliópolis","48445-000","48449-999","Não codificada por logradouros","Total do município"
"BA","Iaçu","46860-000","46874-999","Não codificada por logradouros","Total do município"
"BA","Ibiassucê","46390-000","46399-999","Não codificada por logradouros","Total do município"
"BA","Ibicaraí","45745-000","45749-999","Não codificada por logradouros","Total do município"
"BA","Ibicoara","46760-000","46764-999","Não codificada por logradouros","Total do município"
"BA","Ibicuí","45290-000","45299-999","Não codificada por logradouros","Total do município"
"BA","Ibipeba","44970-000","44989-999","Não codificada por logradouros","Total do município"
"BA","Ibipitanga","46540-000","46549-999","Não codificada por logradouros","Total do município"
"BA","Ibiquera","46840-000","46849-999","Não codificada por logradouros","Total do município"
"BA","Ibirapitanga","45500-000","45519-999","Não codificada por logradouros","Total do município"
"BA","Ibirapuã","45940-000","45949-999","Não codificada por logradouros","Total do município"
"BA","Ibirataia","45580-000","45584-999","Não codificada por logradouros","Total do município"
"BA","Ibitiara","46700-000","46729-999","Não codificada por logradouros","Total do município"
"BA","Ibititá","44960-000","44969-999","Não codificada por logradouros","Total do município"
"BA","Ibotirama","47520-000","47529-999","Não codificada por logradouros","Total do município"
"BA","Ichu","48725-000","48729-999","Em codificação por logradouros","Total do município"
"BA","Ichu","48725-001","48727-999","Em codificação por logradouros","Exclusiva da sede urbana"
"BA","Igaporã","46490-000","46499-999","Não codificada por logradouros","Total do município"
"BA","Igrapiúna","45443-000","45444-999","Não codificada por logradouros","Total do município"
"BA","Iguaí","45280-000","45289-999","Não codificada por logradouros","Total do município"
"BA","Ilhéus","45650-000","45674-999","Codificado por logradouros","Total do município"
"BA","Ilhéus","45650-001","45662-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Inhambupe","48490-000","48499-999","Não codificada por logradouros","Total do município"
"BA","Ipecaetá","44680-000","44689-999","Não codificada por logradouros","Total do município"
"BA","Ipiaú","45570-000","45579-999","Codificado por logradouros","Total do município"
"BA","Ipiaú","45570-001","45578-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Ipirá","44600-000","44609-999","Não codificada por logradouros","Total do município"
"BA","Ipupiara","47590-000","47599-999","Não codificada por logradouros","Total do município"
"BA","Irajuba","45370-000","45374-999","Não codificada por logradouros","Total do município"
"BA","Iramaia","46770-000","46779-999","Não codificada por logradouros","Total do município"
"BA","Iraquara","46980-000","46989-999","Não codificada por logradouros","Total do município"
"BA","Irará","44255-000","44259-999","Não codificada por logradouros","Total do município"
"BA","Irecê","44860-000","44879-999","Codificado por logradouros","Total do município"
"BA","Irecê","44860-001","44876-999","Codificada por logradouros","Exclusiva da sede urbana"
"BA","Itabela","45848-000","45849-999","Não codificada por logradouros","Total do município"
